idiom,freq
罢软无为,1
罪不容于死,1
罪不容死,1
罪恶贯盈,1
置之亡地而后存,1
置之身外,1
置而不问,1
置诸高阁,1
置身无地,1
羁愁潦倒,1
羊入虎群,1
羊头狗肉,1
羊狠狼贪,1
羊群里跑出骆驼来,1
羊裘垂钓,1
羊质虎皮,1
美奂美轮,1
美女簪花,1
美恶不嫌同辞,1
美色佳人,1
美雨欧风,1
羞刀难入,1
羞面见人,1
群居守口,1
群犬吠声,1
群疑满腹,1
群蚁溃堤,1
群鸿戏海,1
羽声慷慨,1
羽檄飞驰,1
羽衣蹁跹,1
翘足引领,1
翘足而待,1
翠凤之旗,1
翠围珠裹,1
翠竹黄花,1
翠绕珠围,1
翦草除根,1
翩翩君子,1
翰墨之情,1
翰逸神飞,1
翻三覆四,1
翻天作地,1
翻天妙手,1
翻天鹞子,1
翻手为云覆手雨,1
翻然改图,1
翻然改进,1
翻空出奇,1
翻翻覆覆,1
翻肠搅肚,1
耀祖光宗,1
耀祖荣宗,1
老圃秋容,1
老圃黄花,1
老天拔地,1
老妻稚子,1
老实八焦,1
老实巴焦,1
老实相告,1
老师宿儒,1
老师糜饷,1
老成见到,1
老牛拖破车,1
老目昏花,1
老练通达,1
老而弥壮,1
老而弥笃,1
老而益壮,1
老身长子,1
老迈无能,1
老马之智,1
老骥千里,1
老鸹窝里出凤凰,1
老鼠拉龟,1
考信六艺,1
耆年硕德,1
而不见舆薪,1
耐人寻绎,1
耕稼陶渔,1
耳习目染,1
耳后生风,1
耳属于垣,1
耳目新,1
耳目濡染,1
耳红面赤,1
耳边清净,1
耳闻不如眼见,1
耳闻则诵,1
耳闻目击,1
耳食之徒,1
耳食者流,1
耸动人听,1
耸动听闻,1
耸肩曲背,1
耸肩缩颈,1
耻与哙伍,1
耻居人后,1
耻食周粟,1
耿耿不寐,1
聊以自遣,1
聊聊数笔,1
职此之由,1
联袂接踵,1
聚沙为塔,1
聚米为山,1
聚蚊成雷,1
聪明出众,1
聪明绝世,1
聱牙佶屈,1
聱牙诘屈,1
肃然危坐,1
肃然增敬,1
肃然生敬,1
肃然生畏,1
肆言无忌,1
肉头肉脑,1
肉林酒池,1
肉腐出虫,1
肉袒负荆,1
肉飞仙,1
肉骨生死,1
肌劈理解,1
肘胁之患,1
肘行膝步,1
肝心涂地,1
肝胆欲碎,1
肝胆胡越,1
肠枯思竭,1
肤受之言,1
肤末支离,1
肤皮潦草,1
肤粟股栗,1
肥冬瘦年,1
肥肉厚酒,1
肥肠满脑,1
肥鱼大肉,1
肩从齿序,1
肩劳任怨,1
肩摩毂接,1
肩摩袂接,1
肩背相望,1
肩背难望,1
肺俯之言,1
肺腑之谈,1
胁不沾席,1
胁肩低首,1
胆丧魂惊,1
胆丧魂消,1
胆力过人,1
胆壮心雄,1
胆大包身,1
胆大泼天,1
胆如斗大,1
胆寒发竖,1
胆小如豆,1
胆战心摇,1
胆若鼷鼠,1
背义忘恩,1
背义负信,1
背公徇私,1
背前面后,1
背后是鬼,1
背后造谣,1
背恩弃义,1
背恩负义,1
背惠食言,1
背暗投明,1
背本就末,1
背水陈,1
背生芒刺,1
背盟败约,1
背碑覆局,1
背驰于道,1
胝肩茧足,1
胡作胡为,1
胡孙入布袋,1
胡思乱量,1
胡行乱闹,1
胡言汉语,1
胡诌乱道,1
胡越一家,1
胡越同舟,1
胯下蒲伏,1
胶柱调瑟,1
胶漆相投,1
胶鬲之困,1
胸中万卷,1
胸中垒块,1
胸中泾渭,1
胸中鳞甲,1
胸有悬镜,1
胸有成略,1
胸有邱壑,1
胼胝手足,1
能牙利齿,1
能者在职,1
能言巧辩,1
能言快说,1
能言鹦鹉,1
能谋善战,1
脂膏莫润,1
脉络贯通,1
脍炙一时,1
脚忙手乱,1
脚跟无线,1
脚踢拳打,1
脱天漏网,1
脱手弹丸,1
脱白挂绿,1
脱颖囊锥,1
脱骨换胎,1
脾胃相投,1
腊鼓频催,1
腐朽化为神奇,1
腥闻在上,1
腰鼓兄弟,1
腹心之忧,1
腹心之臣,1
腹心相照,1
腹热心煎,1
腹背之毛,1
腹诽心谤,1
腹载五车,1
腹饱万言,1
腼颜事仇,1
腾声飞实,1
腾焰飞芒,1
膏以明自销,1
膏梁锦绣,1
膏火之费,1
膏粱之味,1
膏粱年少,1
膏粱纨绔,1
膏粱纨袴,1
膏粱锦绣,1
膏肓之疾,1
膏腴子弟,1
膏腴贵游,1
膏车秣马,1
膝行匍伏,1
膝语蛇行,1
膺图受箓,1
臣残木,1
自业自得,1
自为得计,1
自乐其乐,1
自作之孽,1
自作解人,1
自出胸臆,1
自助助人,1
自助即天助,1
自同寒蝉,1
自吹自唱,1
自哀自叹,1
自奉菲薄,1
自开生面,1
自惜羽毛,1
自成千古,1
自成机杼,1
自我作故,1
自所难免,1
自拔来归,1
自挖墙脚,1
自操井臼,1
自有肺肠,1
自朝至暮,1
自炫自媒,1
自用则小,1
自相残害,1
自相鱼肉,1
自认不讳,1
自适其适,1
臭肉来蝇,1
臭腐化神奇,1
至乐无乐,1
至亲无文,1
至人无为,1
至公无私,1
至圣至明,1
至当不移,1
至死不僵,1
至理绝言,1
至纤至悉,1
致果为毅,1
臻臻至至,1
舆人之诵,1
舆死扶伤,1
舆金辇璧,1
舌吐莲花,1
舌如利刃,1
舌干唇焦,1
舌底澜翻,1
舌挢不下,1
舌敝耳聋,1
舍其所长,1
舍己徇人,1
舍正从邪,1
舍策追羊,1
舍身图报,1
舍身救国,1
舍近即远,1
舍近取远,1
舐糠及米,1
舒头探脑,1
舛讹百出,1
舞凤飞龙,1
舞刀跃马,1
舞文巧诋,1
舞文饰智,1
舞爪张牙,1
舞笔弄文,1
舞词弄札,1
舞象之年,1
舟车之利,1
舟车之苦,1
航海梯山,1
舳舻千里,1
良史之材,1
良工心苦,1
良足深谢,1
良金美玉,1
艰难玉成,1
色厉内在,1
色舞眉飞,1
色艺双全,1
色衰爱弛,1
艳紫妖红,1
艺林瑰宝,1
节衣素食,1
芗泽微闻,1
芝残蕙焚,1
芝艾俱焚,1
芟繁就简,1
花丽狐哨,1
花明柳媚,1
花朝月夕,1
花残月缺,1
花看半开,1
花繁树茂,1
芳兰生门,1
芳心无主,1
苌弘化碧,1
苍狗白衣,1
苍蝇见血,1
苍颜皓首,1
苍髯如戟,1
苍黄反覆,1
苍黄翻覆,1
苔岑之契,1
苛察为明,1
苜蓿生涯,1
苟且之心,1
若大若小,1
若明若灭,1
若有所亡,1
苦不可言,1
苦不胜言,1
苦口相劝,1
苦心竭力,1
苦海回头,1
苦海无涯,1
苦海茫茫,1
苦身焦思,1
苦风凄雨,1
范张鸡黍,1
茅舍竹篱,1
茅茨土阶,1
茕茕在疚,1
茕茕无依,1
茹古涵今,1
茹柔吐刚,1
茹草饮水,1
荆棘满地,1
草丰林茂,1
草偃风从,1
草偃风行,1
草头天子,1
草头露,1
草木一春,1
草木俱朽,1
草木愚夫,1
草木零落,1
草泽英雄,1
草满囹圄,1
草率将事,1
草生一秋,1
草窃奸宄,1
草芥人命,1
草草了之,1
草草完事,1
草莽之臣,1
草衣木食,1
草里有人,1
草靡风行,1
荏苒光阴,1
荐绅先生,1
荐贤自代,1
荡倚冲冒,1
荡析离居,1
荡涤邪恶,1
荡然无余,1
荡魄销魂,1
荣光焕发,1
荣古陋今,1
荣谐伉俪,1
荤不荤,1
药店飞龙,1
药笼中物,1
莠不莠,1
莫与为比,1
莫为已甚,1
莫余毒也,1
莫信直中直,1
莫可端倪,1
莫名其秒,1
莫如大,1
莫显乎微,1
莫此之甚,1
莫能自拔,1
莫若勿言,1
莫见乎隐,1
莫辨楮叶,1
莲花步步,1
莲花步步生,1
获兔烹狗,1
获陇望蜀,1
获隽公车,1
莺巢燕垒,1
莺期燕约,1
莺歌燕语,1
莺猜燕妒,1
莺闺燕阁,1
莼菜鲈鱼,1
菇毛饮血,1
菜蔬之色,1
菰菜莼羹,1
菽水承欢,1
萍水之交,1
萍水相交,1
萍水相遇,1
萍踪无定,1
萍踪浪影,1
营私植党,1
营私罔利,1
营营扰扰,1
营蝇斐锦,1
萧何追韩信,1
萧墙之患,1
萧墙之祸,1
萧然物外,1
落叶知秋,1
落地孩儿,1
落地还钱,1
落月屋梁,1
落纸云烟,1
落纸如飞,1
落花有意流水无情,1
落落穆穆,1
落霞孤鹜,1
葑菲之采,1
著诚去伪,1
董狐直笔,1
葭莩之亲,1
葵藿倾阳,1
蒙上欺下,1
蒙以养正,1
蒲柳弱质,1
蒸沙成饭,1
蒸蒸日盛,1
蓝田种玉,1
蓬头历齿,1
蓬头跣足,1
蓬山隔,1
蓬生麻中不扶而直,1
蓬莱三岛,1
蓬门陋巷,1
蔽日干云,1
蔽美扬恶,1
薄唇轻言,1
薄寒中人,1
薄柳之姿,1
薄海腾欢,1
薄赋轻徭,1
薪尽火灭,1
薪火相交,1
薰莸同器,1
藉端敲诈,1
藏弓烹狗,1
藏怒宿怨,1
藏锋敛锷,1
虎卧龙跳,1
虎啸风生,1
虎帐谈兵,1
虎有伤人意,1
虎步龙行,1
虎穴追踪,1
虎而冠,1
虎视鹰扬,1
虎豹九关,1
虐人害物,1
虑以下人,1
虚华盛而忠信微,1
虚寒问暖,1
虚左以待,1
虚己以听,1
虚幻无实,1
虚文浮礼,1
虚文缛节,1
虚无恬淡,1
虚美隐恶,1
虚骄恃气,1
虫沙猿鹤,1
虫臂鼠肝,1
虮虱相吊,1
虱处裈中,1
虹销雨霁,1
蚁旋磨,1
蚕丛鸟道,1
蚕头燕尾,1
蚕妇村氓,1
蚕绩蟹匡,1
蛆蝇粪秽,1
蛇欲吞象,1
蛇神牛鬼,1
蛇行斗折,1
蛇行鼠伏,1
蛇身人面,1
蛟龙得云雨,1
蛮夷戎狄,1
蛾眉倒竖,1
蛾眉淡扫,1
蜀锦吴绫,1
蜂出并作,1
蜂屯蚁聚,1
蜂拥而前,1
蜃楼海市,1
蜗行牛步,1
蜗角之争,1
蜩螗沸羹,1
蜿蜓而上,1
蝇粪点玉,1
蝇营蚁附,1
蝉不知雪,1
蝉翼为重,1
蝉联不绝,1
蝮蛇螫手,1
蝶乱蜂喧,1
蝶舞莺歌,1
蝼蚁尚且偷生,1
融融怡怡,1
螳螂捕蝉黄雀在后,1
蟠龙卧虎,1
蟹匡蝉緌,1
蠢动含灵,1
蠢头呆脑,1
蠹众木析,1
蠹政害民,1
血债要用血来偿,1
血化为碧,1
血气方盛,1
血泪盈襟,1
血流飘杵,1
血海尸山,1
血脉偾张,1
行三坐五,1
行不副言,1
行不履危,1
行不贰过,1
行不逾方,1
行不顾言,1
行乎富贵,1
行乐及时,1
行其素,1
行古志今,1
行号卧泣,1
行号巷哭,1
行同犬彘,1
行同能偶,1
行奸卖俏,1
行尸走骨,1
行师动众,1
行思坐筹,1
行所无事,1
行政越权,1
行无越思,1
行无辙迹,1
行易知难,1
行浊言清,1
行百里者半于九十,1
行眠立盹,1
行若狗彘,1
行藏败露,1
行远升高,1
行道迟迟,1
行针步线,1
行间字里,1
衒玉求售,1
衒玉贾石,1
衔冤负屈,1
衔哀致诚,1
衔尾相随,1
衔恨黄泉,1
衔橛之虞,1
衔沙填海,1
衔环结草,1
街号巷哭,1
街头巷语,1
街谈巷说,1
街谈巷谚,1
街谭巷议,1
街道巷陌,1
衡短论长,1
衡阳雁断,1
衣不及带,1
衣不完采,1
衣冠中人,1
衣冠济楚,1
衣冠礼乐,1
衣弊履穿,1
衣著褴褛,1
衣被群生,1
衣轻乘肥,1
衣钵相承,1
衣锦昼行,1
衣锦食肉,1
衣食为本,1
衣食足而后礼义兴,1
衣马轻肥,1
补劓息黥,1
补天柱地,1
补过拾遗,1
补阙拾遗,1
补阙灯檠,1
表里受敌,1
表里相合,1
表里相应,1
表里相济,1
表里相符,1
衮衣绣裳,1
衾影无惭,1
袁安高卧,1
袅娜风流,1
袅袅亭亭,1
袍泽之谊,1
被发撄冠,1
被发文身,1
被山带河,1
袭人故智,1
袭故蹈常,1
裁云镂月,1
裁月镂云,1
裁长补短,1
裂冠毁冕,1
裂石穿云,1
裂裳裹足,1
装在鼓里,1
装妖作怪,1
装怯作勇,1
装男扮女,1
装神做鬼,1
装聋做哑,1
装葱卖蒜,1
裘弊金尽,1
裘马轻肥,1
裨补阙漏,1
裸袖揎拳,1
裹尸马革,1
褎然举首,1
褒衣危冠,1
褰裳涉足,1
襟怀磊落,1
襟江带湖,1
西台痛哭,1
西园雅集,1
要害之地,1
要理不理,1
要而论之,1
覆地翻天,1
覆巢之卵,1
覆巢完卵,1
覆巢无完卵,1
覆车之轨,1
覆车之鉴,1
见世生苗,1
见义勇发,1
见义当为,1
见义敢为,1
见事生风,1
见人之得,1
见佛不拜,1
见兔放鹰,1
见卵而求时夜,1
见可而进,1
见哭兴悲,1
见噎废食,1
见始知终,1
见弃于人,1
见弹求鹗,1
见德思齐,1
见怪非怪,1
见惯司空,1
见所末见,1
见时知几,1
见溺不救,1
见精识精,1
见羹见墙,1
见诮大方,1
见貌辨色,1
见财起心,1
见鞍思马,1
见风使船,1
见风扯篷,1
观乎天文以察时变,1
观今宜鉴古,1
观化听风,1
观场矮人,1
观形察色,1
观机而作,1
观眉说眼,1
观者如垛,1
观者如墙,1
观者如市,1
观者成堵,1
观色察言,1
观隅反三,1
观风察俗,1
规天矩地,1
规旋矩折,1
规绳矩墨,1
规虑揣度,1
规行矩止,1
规言矩步,1
规贤矩圣,1
规重矩叠,1
视下如伤,1
视为寇仇,1
视为敝屣,1
视为等闲,1
视人如伤,1
视人如子,1
视同一律,1
视同手足,1
视同秦越,1
视如土芥,1
视如寇仇,1
视如敝展,1
视如畏途,1
视如路人,1
视微知著,1
视息人间,1
视日如年,1
视有若无,1
视死如饴,1
视死犹归,1
视死若归,1
视而弗见,1
视远步高,1
视险若夷,1
览闻辩见,1
觉人觉世,1
觉我形秽,1
觌面相逢,1
角巾东路,1
角巾私第,1
角户分门,1
解剑拜仇,1
解甲休兵,1
解甲倒戈,1
解甲投戈,1
解衣卸甲,1
解衣抱火,1
解衣槃磅,1
解衣磅礴,1
解铃还仗系铃人,1
解黏去缚,1
觥筹错,1
触地号天,1
触处机来,1
触手成春,1
触手生春,1
触斗蛮争,1
触景伤心,1
触机落阱,1
触物伤情,1
触物兴怀,1
触目儆心,1
触目如故,1
触目崩心,1
触目恸心,1
触目悲感,1
触目经心,1
触目警心,1
触石决木,1
触类而通,1
言不出众,1
言不出众貌不惊人,1
言不副实,1
言不及私,1
言不及行,1
言不由中,1
言不顾行,1
言与心违,1
言中事隐,1
言之无罪,1
言从计纳,1
言从计行,1
言以足志,1
言传不如身教,1
言信行果,1
言出祸随,1
言十妄九,1
言发祸随,1
言听事行,1
言听行从,1
言听计行,1
言听谋决,1
言和意顺,1
言多伤幸,1
言差语错,1
言归和好,1
言扬行举,1
言提其耳,1
言文行远,1
言方行圆,1
言是人非,1
言有未尽,1
言短情长,1
言笑不苟,1
言笑自如,1
言简意该,1
言者弗知,1
言芳行洁,1
言若悬河,1
言行不贰,1
言行信果,1
言行相副,1
言行相诡,1
言行若一,1
言论风生,1
言谈林薮,1
言近意远,1
言颠语倒,1
言高语低,1
訏谟定命,1
詀言詀语,1
詈夷为跖,1
詟谀立懦,1
詹言曲说,1
詹詹炎炎,1
誓以皦日,1
誓天断发,1
誓山盟海,1
誓日指天,1
誓海盟山,1
警愦觉聋,1
计不反顾,1
计不旋跬,1
计伐称勋,1
计出万死,1
计功受爵,1
计功受赏,1
计功程劳,1
计功行封,1
计功补过,1
计功谋利,1
计勋行赏,1
计合谋从,1
计尽力穷,1
计斗负才,1
计无复之,1
计无所之,1
计无所施,1
计无由出,1
计日之功,1
计日以期,1
计日奏功,1
计日指期,1
计日而俟,1
计深虑远,1
计然之术,1
计研心算,1
计穷力极,1
计穷力诎,1
计穷势迫,1
计穷智极,1
计穷虑尽,1
计穷途拙,1
计绌方匮,1
计获事足,1
计行言听,1
计较锱铢,1
计过自讼,1
认仇作父,1
认影为头,1
认贼为父,1
认鸡作凤,1
讨恶翦暴,1
讨是寻非,1
讨流溯源,1
讨类知原,1
讨逆除暴,1
让一不让二,1
让三让再,1
让枣推梨,1
让礼一寸,1
让逸竞劳,1
讪牙闲嗑,1
讪皮讪脸,1
讫情尽意,1
训格之言,1
议不反顾,1
议论英发,1
记功忘过,1
讲文张字,1
讳兵畏刑,1
讳恶不悛,1
讳树数马,1
讹以滋讹,1
论功升赏,1
论德使能,1
论心定罪,1
论甘忌辛,1
论白道黑,1
论议风生,1
论辩风生,1
论道经邦,1
论黄数白,1
讽多要寡,1
讽德诵功,1
设心处虑,1
证龟成鳖,1
诃佛诋巫,1
识二五而不知十,1
识其一,1
识其一不识其二,1
识变从宜,1
识字知书,1
识微知著,1
识微见几,1
识微见远,1
识才尊贤,1
识文谈字,1
识时达务,1
识时通变,1
识明智审,1
识涂老马,1
识礼知书,1
诈奸不及,1
诈痴不颠,1
诈痴佯呆,1
词不逮意,1
词严义密,1
词华典赡,1
词正理直,1
词清讼简,1
词穷理绝,1
词约指明,1
诗家三昧,1
诗庭之训,1
诗朋酒侣,1
诗礼之训,1
诗礼发冢,1
诗酒征逐,1
诘屈磝碻,1
诘屈謷牙,1
诘戎治兵,1
诘诎聱牙,1
诚心敬意,1
诚至金开,1
诚非易事,1
诛尽杀绝,1
诛意之法,1
诛故贳误,1
诛求不已,1
诛求无度,1
诛锄异己,1
诛除异己,1
话不相投,1
话不虚传,1
话长说短,1
诞幻不经,1
诞罔不经,1
诞谩不经,1
诠才末学,1
诡形奇制,1
诡状异形,1
诡衔窃辔,1
诡言浮说,1
诡谲怪诞,1
诡雅异俗,1
询事考言,1
询根问底,1
询迁询谋,1
该省就省,1
详情度理,1
详星拜斗,1
诪张变眩,1
语不投机,1
语出月胁,1
语妙绝伦,1
语无诠次,1
语笑喧呼,1
语笑喧阗,1
语近指远,1
语近词冗,1
语重心沉,1
语重情深,1
语长心重,1
误作非为,1
诱人下水,1
诱掖奖劝,1
诱秦诓楚,1
诲奸导淫,1
诳时惑众,1
说东忘西,1
说东谈西,1
说今道古,1
说千说万,1
说嘴打嘴,1
说嘴郎中,1
说天说地,1
说好嫌歹,1
说得行不得,1
说是弄非,1
说梅止渴,1
说清道白,1
说真方卖假药,1
说长说短,1
说黄道黑,1
说黑道白,1
请功受赏,1
诸亲六眷,1
诸公衮衮,1
诸如此比,1
诸姑姊妹,1
诸有此类,1
诸若此类,1
读书三余,1
读书切戒在慌忙,1
读书千遍,1
读五车书,1
课嘴撩牙,1
课语讹言,1
诿罪于人,1
谁人背后无人说,1
谁能不含,1
谁能无情,1
调三惑四,1
调丝品竹,1
调停两用,1
调嘴学舌,1
调嘴调舌,1
调弦弄管,1
调朱傅粉,1
调朱弄粉,1
调脂弄粉,1
调良稳泛,1
调词架讼,1
调风变俗,1
调风弄月,1
调高和寡,1
谄上抑下,1
谄笑胁肩,1
谄词令色,1
谄谀取容,1
谈不容口,1
谈优务劣,1
谈圆说通,1
谈屑霏,1
谈空说幻,1
谈经说法,1
谈若悬河,1
谈议风生,1
谈过其实,1
谈霏玉屑,1
谊不敢辞,1
谋及庶人,1
谋听计行,1
谋图不轨,1
谋夫孔多,1
谋无遗策,1
谋而后动,1
谋虑深远,1
谋虚逐妄,1
谋谟帷幄,1
谋道作舍,1
谏尸谤屠,1
谗口嚣嚣,1
谘经诹史,1
谛分审布,1
谢公屐,1
谢兰燕桂,1
谢家兄弟,1
谢家宝树,1
谢家活计,1
谣诼纷纭,1
谦光自抑,1
谦卑自牧,1
谦让未遑,1
谦躬下士,1
谨始虑终,1
谨本详始,1
谨终慎始,1
谨行俭用,1
谩不经意,1
谩天谩地,1
谬妄无稽,1
谬想天开,1
谬采虚誉,1
谭天说地,1
谭言微中,1
谮下谩上,1
谷父蚕母,1
谷马砺兵,1
豁口截舌,1
豁拳行令,1
豁然意解,1
豁然确斯,1
豆重榆瞑,1
豕分蛇断,1
豕窜狼逋,1
豕虎传讹,1
豕食丐衣,1
象箸玉杯,1
豪侠好义,1
豪取智笼,1
豪干暴取,1
豪氂不伐,1
豪气不除,1
豪气未除,1
豪竹哀丝,1
豪管哀弦,1
豪迈不羁,1
豪门贵胄,1
豹子心肝,1
豺狐之心,1
豺狼之吻,1
豺狼之声,1
豺狼当路,1
豺狼横道,1
豺狼满道,1
豺狼野心,1
豺虎肆虐,1
貂狗相属,1
貊乡鼠壤,1
貌是心非,1
贞不绝俗,1
贞元会合,1
贞松劲柏,1
贞风亮节,1
负义忘恩,1
负乘斯夺,1
负乘致寇,1
负任蒙劳,1
负固不宾,1
负土成坟,1
负山面海,1
负德孤恩,1
负德背义,1
负恩忘义,1
负才使气,1
负才傲物,1
负材任气,1
负材矜地,1
负气仗义,1
负气含灵,1
负笈从师,1
负类反伦,1
负罪引慝,1
负老提幼,1
负芒披苇,1
负荆谢罪,1
负薪之忧,1
负薪构堂,1
负衡据鼎,1
负诟忍尤,1
负重吞污,1
负重涉远,1
负阻不宾,1
负险不宾,1
负险不臣,1
负鼎俎,1
贡禹弹冠,1
财匮力绌,1
财殚力尽,1
财殚力痡,1
财殚力竭,1
责实循名,1
责躬省过,1
贤身贵体,1
败不旋踵,1
败于垂成,1
败井颓垣,1
败俗伤风,1
败则为虏,1
败化伤风,1
败国亡家,1
败壁颓垣,1
败德辱行,1
败於垂成,1
败材伤锦,1
败法乱纪,1
败絮其内,1
败绩失据,1
败者为贼,1
货贿公行,1
货赂公行,1
货赂大行,1
质伛影曲,1
质妻鬻子,1
质木无文,1
质疑辨惑,1
质而不俚,1
质非文是,1
贩交买名,1
贩官鬻爵,1
贩贱卖贵,1
贪位慕禄,1
贪名逐利,1
贪墨成风,1
贪壑难填,1
贪声逐色,1
贪夫殉利,1
贪夫殉财,1
贪如饕餮,1
贪婪如狼,1
贪婪无餍,1
贪心妄想,1
贪杯好色,1
贪欲无厌,1
贪猥无厌,1
贪生忘义,1
贪生恶死,1
贪财好利,1
贪财无义,1
贫不学俭,1
贫于一字,1
贫居闹市无人问,1
贫无置锥,1
贫病交侵,1
贫而无怨,1
贫而无怨难,1
贫而有志,1
贫贱糟糠,1
贯朽粟红,1
贯朽粟腐,1
贯盈恶稔,1
贯穿融会,1
贯颐奋戟,1
贱买贱卖,1
贱如粪土,1
贱敛贵发,1
贱目贵耳,1
贲军之将,1
贵不召骄,1
贵介公子,1
贵壮贱弱,1
贵少贱老,1
